[0.000000] (-) TimerEvent: {}
[0.000176] (-) JobUnselected: {'identifier': 'dynamixel_sdk'}
[0.000223] (-) JobUnselected: {'identifier': 'dynamixel_sdk_custom_interfaces'}
[0.000236] (-) JobUnselected: {'identifier': 'dynamixel_sdk_examples'}
[0.000244] (-) JobUnselected: {'identifier': 'turtlebot3'}
[0.000252] (-) JobUnselected: {'identifier': 'turtlebot3_bringup'}
[0.000260] (-) JobUnselected: {'identifier': 'turtlebot3_cartographer'}
[0.000266] (-) JobUnselected: {'identifier': 'turtlebot3_description'}
[0.000272] (-) JobUnselected: {'identifier': 'turtlebot3_example'}
[0.000279] (-) JobUnselected: {'identifier': 'turtlebot3_fake_node'}
[0.000286] (-) JobUnselected: {'identifier': 'turtlebot3_msgs'}
[0.000293] (-) JobUnselected: {'identifier': 'turtlebot3_navigation2'}
[0.000299] (-) JobUnselected: {'identifier': 'turtlebot3_node'}
[0.000306] (-) JobUnselected: {'identifier': 'turtlebot3_simulations'}
[0.000312] (-) JobUnselected: {'identifier': 'turtlebot3_teleop'}
[0.000321] (turtlebot3_gazebo) JobQueued: {'identifier': 'turtlebot3_gazebo', 'dependencies': OrderedDict()}
[0.102853] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/meshes/trash_can.dae\n'}
[0.102886] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/first_2015_trash_can/model.sdf\n'}
[0.102920] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/model.config\n'}
[0.102957] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox\n'}
[0.102991] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model.config\n'}
[0.103024] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/meshes\n'}
[0.103058] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/meshes/mailbox.dae\n'}
[0.103091] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model.sdf\n'}
[0.103124] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials\n'}
[0.103156] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/scripts\n'}
[0.103188] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/scripts/mailbox.material\n'}
[0.103249] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures\n'}
[0.103285] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Spec.png\n'}
[0.103320] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Diffuse.tga.orig\n'}
[0.103356] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/materials/textures/Mailbox_Diffuse.png\n'}
[0.103393] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model-1_3.sdf\n'}
[0.103428] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/mailbox/model-1_4.sdf\n'}
[0.103463] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table\n'}
[0.103514] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model.config\n'}
[0.103551] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/meshes\n'}
[0.103599] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/meshes/cafe_table.dae\n'}
[0.103660] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model.sdf\n'}
[0.103697] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials\n'}
[0.103732] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures\n'}
[0.103766] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures/Wood_Floor_Dark.jpg\n'}
[0.103802] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/materials/textures/Maple.jpg\n'}
[0.103841] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/cafe_table/model-1_4.sdf\n'}
[0.103876] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble\n'}
[0.103986] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model.config\n'}
[0.104077] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/meshes\n'}
[0.104119] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/meshes/table_lightmap.dae\n'}
[0.104222] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model.sdf\n'}
[0.104263] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials\n'}
[0.104311] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/scripts\n'}
[0.104367] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/scripts/table_lightmap.material\n'}
[0.104407] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures\n'}
[0.104451] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures/table_lightmap.png\n'}
[0.104756] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/materials/textures/marble.png\n'}
[0.104815] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/table_marble/model-1_4.sdf\n'}
[0.104874] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/model.sdf\n'}
[0.105096] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures\n'}
[0.105145] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures/wood.png\n'}
[0.105187] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_house/textures/bricks.png\n'}
[0.105245] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world\n'}
[0.105321] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box\n'}
[0.105365] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.config\n'}
[0.105409] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.sdf\n'}
[0.105474] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1\n'}
[0.105557] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.config\n'}
[0.105650] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.sdf\n'}
[0.105775] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls\n'}
[0.105887] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.config\n'}
[0.105965] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.sdf\n'}
[0.106049] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/textures\n'}
[0.106163] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/textures/wood.png\n'}
[0.106278] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.config\n'}
[0.106466] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2\n'}
[0.106548] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.config\n'}
[0.106626] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.sdf\n'}
[0.106732] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.sdf\n'}
[0.106823] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/textures\n'}
[0.106901] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/textures/wood.png\n'}
[0.106986] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles\n'}
[0.107064] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.config\n'}
[0.107176] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.sdf\n'}
[0.107256] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle\n'}
[0.107334] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.config\n'}
[0.107407] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.sdf\n'}
[0.107471] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_waffle/model-1_4.sdf\n'}
[0.107553] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world\n'}
[0.107611] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model.config\n'}
[0.107665] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes\n'}
[0.107725] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/wall.dae\n'}
[0.107798] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/hexagon.dae\n'}
[0.107860] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model.sdf\n'}
[0.107916] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//models/turtlebot3_world/model-1_4.sdf\n'}
[0.107970] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params\n'}
[0.108024] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_burger_cam_bridge.yaml\n'}
[0.108082] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_waffle_pi_bridge.yaml\n'}
[0.108137] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_waffle_bridge.yaml\n'}
[0.108192] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//params/turtlebot3_burger_bridge.yaml\n'}
[0.108245] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//rviz\n'}
[0.108283] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//rviz/tb3_gazebo.rviz\n'}
[0.108320] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf\n'}
[0.108355] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_burger.urdf\n'}
[0.108391] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/common_properties.urdf\n'}
[0.108426] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_burger_cam.urdf\n'}
[0.108462] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_waffle_pi.urdf\n'}
[0.108497] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_waffle.urdf\n'}
[0.108596] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds\n'}
[0.108634] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_house.world\n'}
[0.108671] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage4.world\n'}
[0.108711] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_autorace_2020.world\n'}
[0.108748] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage2.world\n'}
[0.108784] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_world.world\n'}
[0.108824] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/empty_world.world\n'}
[0.108860] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage3.world\n'}
[0.108916] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage1.world\n'}
[0.108953] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/include/\n'}
[0.108987] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/shiyao/Documents/GitHub/MTRX3760-Project-1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo\n'}
